data-entity-id,Assessment Name,Relative URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length
3458,Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Yes,Yes,,Approximate Completion Time in minutes = 5
4052,CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4050,Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
3933,Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,,Approximate Completion Time in minutes = 20
3931,Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Yes,No,,Approximate Completion Time in minutes = 30
4053,Cyber Risk (New),https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4186,Data Entry (New),https://www.shl.com/solutions/products/product-catalog/view/data-entry-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 4
778,Data Entry Alphanumeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
779,Data Entry Numeric Split Screen - US,https://www.shl.com/solutions/products/product-catalog/view/data-entry-numeric-split-screen-us/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
785,Data Entry Ten Key Split Screen,https://www.shl.com/solutions/products/product-catalog/view/data-entry-ten-key-split-screen/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 3
4013,Data Science (New),https://www.shl.com/solutions/products/product-catalog/view/data-science-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 14
56,Data Warehousing Concepts,https://www.shl.com/solutions/products/product-catalog/view/data-warehousing-concepts/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 25
731,Dependability and Safety Instrument (DSI),https://www.shl.com/solutions/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = 10
4162,Dermatology (New),https://www.shl.com/solutions/products/product-catalog/view/dermatology-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 3
4101,Desktop Support (New),https://www.shl.com/solutions/products/product-catalog/view/desktop-support-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4003,Digital Advertising (New),https://www.shl.com/solutions/products/product-catalog/view/digital-advertising-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4221,Digital Readiness Development Report - IC,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report/,Yes,No,Personality & Behavior,
4239,Digital Readiness Development Report - Manager,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,Yes,No,Personality & Behavior,
4059,Docker (New),https://www.shl.com/solutions/products/product-catalog/view/docker-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4060,Dojo (New),https://www.shl.com/solutions/products/product-catalog/view/dojo-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4062,Drupal (New),https://www.shl.com/solutions/products/product-catalog/view/drupal-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 17
1102,DSI v1.1 Interpretation Report,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,No,Personality & Behavior,
4148,Econometrics (New),https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4009,Economics (New),https://www.shl.com/solutions/products/product-catalog/view/economics-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13
4001,Electrical and Electronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 14
4031,Electrical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4002,Electronics & Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
4000,Electronics and Embedded Systems Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 18
4139,Electronics and Semiconductor Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4180,English Comprehension (New),https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 0
4063,Enterprise Java Beans (New),https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4
3856,Enterprise Leadership Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report/,Yes,No,Personality & Behavior,
4287,Enterprise Leadership Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report-2-0/,Yes,No,Personality & Behavior,
3934,Entry Level Cashier Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-solution/,Yes,No,,Approximate Completion Time in minutes = 19
3939,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Yes,No,,Approximate Completion Time in minutes = 19
3935,Entry Level Customer Service (General) Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-general-solution/,Yes,No,,Approximate Completion Time in minutes = 14
3936,Entry Level Hotel Front Desk Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Yes,No,,Approximate Completion Time in minutes = 20
3937,Entry Level Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,Yes,No,,Approximate Completion Time in minutes = 20
3938,Entry Level Technical Support Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-technical-support-solution/,Yes,No,,Approximate Completion Time in minutes = 18
4065,ETL Testing (New),https://www.shl.com/solutions/products/product-catalog/view/etl-testing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
743,Executive Scenarios,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios/,Yes,No,Biodata & Situational Judgement,Approximate Completion Time in minutes = Untimed
3849,Executive Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-narrative-report/,Yes,No,Biodata & Situational Judgement,
3899,Executive Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/,Yes,No,Biodata & Situational Judgement,
4127,ExpressJS (New),https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
380,Filing - Names (R1),https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 3
381,Filing - Numbers,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 3
3992,Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4083,Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4067,Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
382,Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
383,Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4090,Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4071,Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6
4072,Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4113,Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4043,Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4048,General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
4125,Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4066,Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4078,GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13
4301,Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,Yes,No,,Approximate Completion Time in minutes = 16
741,Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,Yes,No,Biodata & Situational Judgement,Approximate Completion Time in minutes = Untimed
3900,Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,Yes,No,Biodata & Situational Judgement,
3901,Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,Yes,No,Biodata & Situational Judgement,
4074,Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
331,HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35
3845,HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,No,,
4284,HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,No,,
4285,HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Yes,No,Competencies,
4076,Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4080,HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4081,HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
3999,Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4169,IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
4155,IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13
4005,Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4054,Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4055,Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4086,Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6
4085,Job Control Language (New),https://www.shl.com/solutions/products/product-catalog/view/job-control-language-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4087,jQuery (New),https://www.shl.com/solutions/products/product-catalog/view/jquery-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4152,Kubernetes (New),https://www.shl.com/solutions/products/product-catalog/view/kubernetes-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6
3990,Linux Administration (New),https://www.shl.com/solutions/products/product-catalog/view/linux-administration-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4299,Linux Operating System,https://www.shl.com/solutions/products/product-catalog/view/linux-operating-system/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
205,Linux Programming (General),https://www.shl.com/solutions/products/product-catalog/view/linux-programming-general/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 25
4170,Load Runner (New),https://www.shl.com/solutions/products/product-catalog/view/load-runner-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6
742,Management Scenarios,https://www.shl.com/solutions/products/product-catalog/view/management-scenarios/,Yes,No,Biodata & Situational Judgement,Approximate Completion Time in minutes = Untimed
3903,Managerial Scenarios Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/,Yes,No,Biodata & Situational Judgement,
3902,Managerial Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-narrative-report/,Yes,No,Biodata & Situational Judgement,
3904,Managerial Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-profile-report/,Yes,No,Biodata & Situational Judgement,
4157,Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4291,Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Yes,No,,Approximate Completion Time in minutes = 49
4293,Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/solutions/products/product-catalog/view/safety-and-dependability-focus-8-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = 16
4295,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = 16
4292,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,Yes,No,,Approximate Completion Time in minutes = 31
4294,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,Yes,No,,Approximate Completion Time in minutes = 34
4008,Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4089,Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4006,Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4176,Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 19
4058,Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 3
4119,Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
3951,MFS 360 Enterprise Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/,Yes,No,Development & 360,
3950,MFS 360 UCF Group Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/,Yes,No,Development & 360,
3949,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,Yes,No,Development & 360,
3948,MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,Yes,No,Development & 360,
4027,Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4091,Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
